icao,ident,lat,lon,heading_true_deg
HLTQ,15,31.873600006103516,23.903600692749023,149
HLTQ,33,31.850400924682617,23.91990089416504,329
HLWA,17,28.322900772094727,19.926799774169922,169
HLWA,35,28.312599182128906,19.929000854492188,349
HLWA,18,28.331899642944336,19.929899215698242,179
HLWA,36,28.31290054321289,19.930200576782227,359
HLZA,05,28.587799072265625,17.298799514770508,48
HLZA,23,28.596200942993164,17.309099197387695,228
HLZA,12,28.594499588012695,17.28420066833496,118
HLZA,30,28.58530044555664,17.303499221801758,298
HLZG,15,29.01300048828125,20.780899047851562,146
HLZG,33,28.999399185180664,20.79129981994629,326
HLZU,06,30.864900588989258,20.066499710083008,55.7
HLZU,24,30.87339973449707,20.08099937438965,235.7
HLZU,17,30.880599975585938,20.072999954223633,168.5
HLZU,35,30.86520004272461,20.07670021057129,348.5
HLZW,06,32.94820022583008,12.007100105285645,59.7
HLZW,24,32.95640182495117,12.023799896240234,239.7
HRYG,01,-1.681730031967163,29.258100509643555,10
HRYG,19,-1.6726800203323364,29.259599685668945,190
HRYR,10,-1.96589994430542,30.123899459838867,100
HRYR,28,-1.9713499546051025,30.155000686645508,280
HRZA,02,-2.46875,28.9060001373291,17
HRZA,20,-2.4557299613952637,28.909900665283203,197
HSDB,18,18.02039909362793,30.959699630737305,181.2
HSDB,36,18.00779914855957,30.959400177001953,1.2
HSDN,17,19.167400360107422,30.428800582885742,173
HSDN,35,19.140399932861328,30.431400299072266,353
HSDZ,17,11.79699993133545,34.33470153808594,170
HSDZ,35,11.774800300598145,34.338600158691406,350
HSFS,05,13.60669994354248,25.31399917602539,52
HSFS,23,13.62339973449707,25.335599899291992,232
HSFS,18,13.622699737548828,25.335500717163086,184
HSFS,36,13.609000205993652,25.3346004486084,4
HSKA,02,15.375399589538574,36.32379913330078,22
HSKA,20,15.396400451660156,36.33250045776367,202
HSLI,06,11.132699966430664,29.69070053100586,62.6
HSLI,24,11.14330005645752,29.71150016784668,242.6
HSNN,04,12.04319953918457,24.94700050354004,41.4
HSNN,22,12.063699722290039,24.965299606323242,221.4
HSOB,01,13.139800071716309,30.23069953918457,8
HSOB,19,13.166500091552734,30.234800338745117,188
HSPN,16,19.444599,37.231499,165
HSPN,34,19.4226,37.236698,345
HSSK,18,15.602999687194824,32.553001403808594,177
HSSK,36,15.576000213623047,32.55329895019531,357
HSSM,04,9.5525,31.645901,44
HSSM,22,9.56544,31.6586,224
HTAR,09,-3.3663198947906494,36.618255615234375,93
HTAR,27,-3.366992950439453,36.63325119018555,273
HTDA,05,-6.88286018371582,39.19779968261719,45
HTDA,23,-6.863719940185547,39.21699905395508,225
HTDA,14,-6.873589992523193,39.197898864746094,135
HTDA,32,-6.88001012802124,39.20429992675781,315
HTDO,10,-6.170199871063232,35.74369812011719,91
HTDO,28,-6.170670032501221,35.76139831542969,271
HTIR,02,-7.675920009613037,35.75040054321289,13
HTIR,20,-7.661349773406982,35.75379943847656,193
HTKJ,09,-3.43016,37.0583,87
HTKJ,27,-3.42875,37.090698,267
HTLM,12,-3.3736400604248047,35.81340026855469,119
HTLM,30,-3.37896990776062,35.82310104370117,299
HTMT,01,-10.349200248718262,40.18109893798828,4
HTMT,19,-10.328900337219238,40.182498931884766,184
HTMT,08,-10.336899757385254,40.17729949951172,80
HTMT,26,-10.335100173950195,40.187801361083984,260
HTMW,12,-2.438230037689209,32.920101165771484,116
HTMW,30,-2.450740098953247,32.9452018737793,296
HTPE,02,-5.263649940490723,39.808799743652344,22
HTPE,20,-5.250879764556885,39.81399917602539,202
HTTG,06,-5.095069885253906,39.06610107421875,62
HTTG,24,-5.089640140533447,39.07619857788086,242
HTZA,18,-6.21097993850708,39.22380065917969,174
HTZA,36,-6.233069896697998,39.22600173950195,354
HUAJ,09,3.3393800258636475,31.759599685668945,91.7
HUAJ,27,3.3390800952911377,31.769800186157227,271.7
HUEN,12,0.05122800171375275,32.4390983581543,121
HUEN,30,0.039806000888347626,32.45790100097656,301
HUEN,17,0.05559699982404709,32.4359016418457,171
HUEN,35,0.02291399985551834,32.44110107421875,351
HUGU,17,2.818969964981079,32.2671012878418,160
HUGU,35,2.792140007019043,32.2765007019043,340
HUMA,11,-0.5536999702453613,30.59320068359375,104
HUMA,29,-0.5568000078201294,30.605199813842773,284
HUSO,05,1.7224400043487549,33.61629867553711,51
HUSO,23,1.7329399585723877,33.62929916381836,231
IA24,SE,41.7589,-91.732803,136
IA24,NW,41.751099,-91.722801,316
ID40,12,43.42070007324219,-116.70999908447266,137
ID40,30,43.41490173339844,-116.7030029296875,317
ID74,10,44.537899017333984,-115.36699676513672,90
ID74,28,44.537899017333984,-115.36699676513672,270
ID92,05,43.72639846801758,-116.52999877929688,66
ID92,23,43.73109817504883,-116.51599884033203,355.4
IN01,18,39.489498138427734,-86.14859771728516,180
IN01,36,39.48270034790039,-86.14869689941406,360
IN30,36,38.39860153,-87.59940338,193.7
K00C,01,37.196800231933594,-107.87200164794922,21
K00C,19,37.209598541259766,-107.86599731445312,201
K00F,10,45.474998474121094,-105.46199798583984,114
K00F,28,45.47010040283203,-105.44599914550781,214.6
K00M,16,31.957500457763672,-89.23690032958984,161
K00M,34,31.949899673461914,-89.23359680175781,341
K00R,12,30.68919945,-95.0223999,131
K00R,30,30.68260002,-95.0134964,311
K01G,04,42.73989868,-78.05139923,31
K01G,22,42.74399948,-78.04869843,211
K01G,10,42.7417984,-78.05690002,90
K01G,28,42.74169922,-78.04380035,270
K01M,17,34.49700165,-88.20279694,165
K01M,35,34.4864006,-88.19940186,315.7
K02A,08,32.84939957,-86.61779785,78
K02A,26,32.85160065,-86.60500336,258
K02C,03,43.08459854,-88.18000031,19
K02C,21,43.09370041,-88.17569733,233
K02C,09,43.09080124,-88.17980194,90
K02C,27,43.09080124,-88.17510223,310
K02C,18,43.08990097,-88.18060303,179
K02C,36,43.08679962,-88.18060303,336
K02G,07,40.67100143432617,-80.64689636230469,61
K02G,25,40.67570114135742,-80.63590240478516,241
K03B,07,37.1260986328125,-92.62580108642578,68.6
K03B,25,37.127601623535156,-92.61609649658203,255.3
K03D,12,40.44960021972656,-92.23200225830078,122
K03D,30,40.444801330566406,-92.2219009399414,318.6
K04A,04,31.73139954,-86.26730347,40
K04A,22,31.74119949,-86.25769806,220.5
K04M,15,33.933799743652344,-89.34559631347656,148
K04M,33,33.92639923095703,-89.34010314941406,192.9
K06A,13,32.46480179,-85.68630219,129
K06A,31,32.45619965,-85.67369843,309
K06D,07,48.88330078,-99.62449646,82
K06D,25,48.88430023,-99.61470032,262
K06D,14,48.88990020751953,-99.62660217285156,150
K06D,32,48.87969970703125,-99.61689758300781,330
K06M,14,33.53810119628906,-89.3197021484375,147
K06M,32,33.53120040893555,-89.31430053710938,359.5
K07A,14,32.16999817,-85.81369781,139
K07A,32,32.16239929,-85.80590057,359
K07F,14,32.53319931,-94.97530365,143
K07F,32,32.52600098,-94.96880341,323
K07F,17,32.53089905,-94.97129822,179
K07F,35,32.52460098,-94.97119904,359
K07V,06,37.52199935913086,-105.01899719238281,76
K07V,24,37.52560043334961,-105,256
K08A,09,32.52939987,-86.33309937,89
K08A,27,32.52949905,-86.32330322,269
K08A,18,32.52909851074219,-86.33380126953125,180
K08A,36,32.52190017700195,-86.33399963378906,360
K09A,11,32.121700286865234,-88.1333999633789,116
K09A,29,32.11690139770508,-88.12149810791016,296
K0A3,06,35.9822998,-85.81520081,58
K0A3,24,35.98830032,-85.80349731,238
K0A4,04,36.36029815673828,-82.31189727783203,36.6
K0A4,22,36.36690139770508,-82.30580139160156,314
K0A7,15,35.3109016418457,-82.4364013671875,143
K0A7,33,35.304100036621094,-82.4301986694336,314
K0A8,10,32.9375,-87.09739685058594,95
K0A8,28,32.936100006103516,-87.08370208740234,275
K0A9,06,36.367901,-82.179901,58
K0A9,24,36.3745,-82.166901,336
K0B1,14,44.428199768066406,-70.81580352783203,126
K0B1,32,44.42210006713867,-70.80400085449219,225.8
K0B4,03,42.59989929199219,-97.25769805908203,41
K0B4,21,42.604400634765625,-97.25250244140625,221
K0B4,13,42.6077995300293,-97.2572021484375,141
K0B4,31,42.599300384521484,-97.24800109863281,321
K0B5,16,42.59469986,-72.52619934,143
K0B5,34,42.58810043,-72.51940155,323
K0B8,07,41.25130081,-72.03469849,61
K0B8,25,41.25320053,-72.02870178,241
K0B8,12,41.25320053,-72.03569794,101
K0B8,30,41.25120163,-72.02760315,281
K0C0,09,42.4005012512207,-88.64119720458984,90
K0C0,27,42.4005012512207,-88.62789916992188,270
K0C0,14,42.40719985961914,-88.63240051269531,155
K0C0,32,42.400699615478516,-88.6281967163086,335
K0C0,18,42.40729904174805,-88.63150024414062,180
K0C0,36,42.40019989013672,-88.63150024414062,360
K0C4,15,42.11830139160156,-96.73059844970703,155
K0C4,33,42.10940170288086,-96.7249984741211,335
K0D8,04,44.98550034,-99.95899963,53
K0D8,22,44.99000168,-99.95069885,233
K0D8,13,44.99089813232422,-99.95670318603516,143
K0D8,31,44.981201171875,-99.94650268554688,323
K0E0,08,34.98559952,-106.0220032,90
K0E0,26,34.98559952,-105.9970016,315
K0E8,18,35.72560119628906,-108.19999694824219,194
K0E8,36,35.70970153808594,-108.2030029296875,14
K0F2,17,33.60660171508789,-97.7761001586914,174
K0F2,35,33.59669876098633,-97.7750015258789,354
K0F4,04,41.28469849,-98.99349976,50
K0F4,22,41.28839874,-98.98770142,230
K0F4,16,41.291482,-98.991411,166
K0F4,34,41.281107,-98.987926,346
K0F7,18,35.3927001953125,-95.5990982055664,191
K0F7,36,35.38460159301758,-95.60089874267578,11
K0F9,17,34.20280075,-96.67440033,180.5
K0F9,35,34.19419861,-96.67449951,316.9
K0G3,15,40.40539932,-96.17269897,159
K0G3,33,40.39649963,-96.16819763,320.6
K0G6,07,41.46490097,-84.51490021,68
K0G6,25,41.46969986,-84.498703,248
K0G7,01,42.87789917,-76.78160095,355
K0G7,19,42.88830185,-76.78269958,175
K0G7,10,42.884498596191406,-76.78230285644531,94
K0G7,28,42.88410186767578,-76.77539825439453,274
K0H1,17,39.00989914,-99.89379883,172
K0H1,35,38.99900055,-99.89199829,352
K0I8,11,38.36759949,-84.28980255,106
K0I8,29,38.36470032,-84.27690125,286
K0J4,04,31.038999557495117,-86.3145980834961,38
K0J4,22,31.04599952697754,-86.30840301513672,218
K0K7,12,42.736900329589844,-94.2511978149414,116
K0K7,30,42.7327995300293,-94.23970031738281,296
K0L7,02L,35.76340103149414,-115.33399963378906,31
K0L7,20R,35.77410125732422,-115.32599639892578,212
K0L7,02R,35.76340103149414,-115.33300018310547,31
K0L7,20L,35.77199935913086,-115.32599639892578,212
K0L9,06,36.310001373291016,-114.46900177001953,79.5
K0L9,24,36.31169891357422,-114.45800018310547,196
K0M0,18,33.89160156,-91.53430176,182
K0M0,36,33.87789917,-91.53479767,2
K0M2,01,36.47060012817383,-89.3469009399414,8.1
K0M2,19,36.47999954223633,-89.34529876708984,276
K0M3,02,35.54069901,-87.59940338,18
K0M3,20,35.55120087,-87.59529877,198
K0M4,04,36.00389862060547,-88.12960052490234,35
K0M4,22,36.015201568603516,-88.11990356445312,215
K0M5,03,36.111900329589844,-87.7416000366211,30
K0M5,21,36.121299743652344,-87.73470306396484,210
K0M8,17,32.8297004699707,-91.18810272216797,175
K0M8,35,32.82229995727539,-91.18730163574219,355
K0M9,18,32.41469955444336,-91.49919891357422,179
K0M9,36,32.406700134277344,-91.49829864501953,359
K0R0,05,31.2934,-89.818604,54
K0R0,23,31.3006,-89.807098,234
K0R1,18,31.02300072,-87.44680023,180
K0R1,36,31.00939941,-87.44670105,360
K0R4,14,31.56599998,-91.50990295,144
K0R4,32,31.55789948,-91.50289917,324
K0R5,9,31.963600158691406,-92.66510009765625,89
K0R5,27,31.963699340820312,-92.65540313720703,269
K0R6,02,33.516998291015625,-92.46269989013672,19
K0R6,20,33.5281982421875,-92.45780181884766,233.6
K0S7,15,48.96429825,-119.4140015,166
K0S7,33,48.95360184,-119.4100037,346
K0VG,07,36.65069962,-83.22519684,60
K0VG,25,36.65750122,-83.21050262,240
K0W3,01,39.56435,-76.20385,9
K0W3,19,39.57399,-76.20437,189
K10C,09,42.40169906616211,-88.38140106201172,88
K10C,27,42.402000427246094,-88.37100219726562,268
K10C,18,42.407100677490234,-88.3739013671875,178
K10C,36,42.40129852294922,-88.37359619140625,358
K10G,09,40.53689957,-81.96060181,87
K10G,27,40.53739929,-81.94809723,267
K10U,02,41.94559860229492,-116.19499969482422,35.6
K10U,20,41.960601806640625,-116.18000030517578,195.8
K11A,09,31.88409996032715,-85.49259948730469,97
K11A,27,31.88249969482422,-85.47720336914062,277
K11R,16,30.22649956,-96.37560272,171
K11R,34,30.21150017,-96.3730011,351
K11V,08,40.327701568603516,-104.61699676513672,91.4
K11V,26,40.32709884643555,-104.60199737548828,270
K11V,14,40.334,-104.617996,159
K11V,32,40.327599,-104.614998,315
K12D,08,47.817298889160156,-92.29299926757812,84
K12D,26,47.81829833984375,-92.2791976928711,307.2
K12G,03,40.87220001220703,-82.69979858398438,25
K12G,21,40.87689971923828,-82.6968994140625,205
K12G,18,40.87620162963867,-82.6968994140625,179
K12G,36,40.86750030517578,-82.69670104980469,359
K12J,06,31.049999237060547,-87.07579803466797,63
K12J,24,31.056400299072266,-87.06120300292969,243
K12J,12,31.051599502563477,-87.0728988647461,120
K12J,30,31.04450035095215,-87.05899810791016,300
K12J,18,31.056900024414062,-87.06269836425781,180
K12J,36,31.04560089111328,-87.06269836425781,360
K12K,14,40.05049896,-98.06390381,145
K12K,32,40.04219818,-98.0562973,325
K12K,18,40.05099869,-98.06279755,190
K12K,36,40.04290009,-98.06479645,10
K12V,07,38.43870162963867,-82.20549774169922,59
K12V,25,38.442901611328125,-82.19640350341797,239
K12Y,13,44.44390106,-93.91999817,134
K12Y,31,44.43799973,-93.91190338,187
K13C,09,43.45199966430664,-85.27140045166016,89
K13C,27,43.45220184326172,-85.2582015991211,269
K13K,08,37.85309982,-96.29579926,90
K13K,26,37.85309982,-96.28859711,270
K13K,18,37.85540009,-96.29029846,191
K13K,36,37.84590149,-96.29250336,11
K14A,14,35.617000579833984,-80.90350341796875,134.9
K14A,32,35.61069869995117,-80.89579772949219,317.4
K14G,09,41.33420181274414,-83.16739654541016,90
K14G,27,41.33420181274414,-83.15239715576172,270
K14J,01,31.4060001373291,-86.09159851074219,15
K14J,19,31.414100646972656,-86.08899688720703,292.3
K14M,08,33.18199921,-90.83550262,80
K14M,26,33.18330002,-90.82579803,360
K14Y,16,45.90259933,-94.87519836,166
K14Y,34,45.89459991,-94.87259674,346
K15F,18,33.19609832763672,-99.71710205078125,188
K15F,36,33.186798095703125,-99.71859741210938,8
K15M,18,34.77880096435547,-88.16549682617188,184
K15M,36,34.768001556396484,-88.16619873046875,227.2
K16D,12,46.614601135253906,-95.61229705810547,130
K16D,30,46.6072998046875,-95.59989929199219,310
K16G,06,41.090999603271484,-83.21859741210938,56
K16G,24,41.09709930419922,-83.20649719238281,236
K17K,04,36.77050018,-102.5159988,49
K17K,22,36.77809906,-102.5049973,229
K17M,18,31.86700058,-89.80059814,180
K17M,36,31.85849953,-89.80059814,360
K17N,09,39.704200744628906,-75.03900146484375,74
K17N,27,39.7067985534668,-75.0270004272461,254
K17V,08,40.625,-102.60299682617188,90
K17V,26,40.625,-102.58899688720703,270.9
K17V,17,40.625,-102.60299682617188,180
K17V,35,40.620601654052734,-102.60299682617188,308.2
K18A,08,34.338600158691406,-83.13899993896484,72
K18A,26,34.34159851074219,-83.1229019165039,271
K18I,04,36.69269943,-84.39479828,38.7
K18I,22,36.69910049,-84.38839722,232
K18V,09,40.1077995300293,-104.70600128173828,96.6
K18V,27,40.10689926147461,-104.697998046875,315
K18V,15,40.10499954223633,-104.7030029296875,165
K18V,33,40.094200134277344,-104.6989974975586,345
K19M,01,33.12120056152344,-90.02660369873047,12
K19M,19,33.129798889160156,-90.02449798583984,192
K19N,05,39.77510070800781,-74.95120239257812,38
K19N,23,39.78179931640625,-74.94439697265625,218
K1A3,02,35.01150131225586,-84.34760284423828,13
K1A3,20,35.02090072631836,-84.34500122070312,208
K1A4,05,31.10000038,-86.06639862,50
K1A4,23,31.10580063,-86.0582962,310
K1A5,07,35.22019958,-83.4260025,69
K1A5,25,35.22480011,-83.41230011,249
K1A6,10,36.61130142,-83.74349976,98
K1A6,28,36.60990143,-83.73130035,278
K1A7,18,36.40200043,-85.64170074,180
K1A7,36,36.39239883,-85.64170074,314
K1A9,09,32.4385986328125,-86.52140045166016,89
K1A9,27,32.43880081176758,-86.50389862060547,269
K1B0,07,45.00139999,-69.24189758,48.5
K1B0,25,45.00419998,-69.23750305,228.5
K1B0,16,45.00770187,-69.24030304,139
K1B0,34,45.00139999,-69.23280334,319
K1B1,03,42.28409957885742,-73.7123031616211,11
K1B1,21,42.298500061035156,-73.70829772949219,191
K1B6,18,42.11069869995117,-71.5114974975586,166
K1B6,36,42.102298736572266,-71.50869750976562,346
K1C1,18,40.45370101928711,-88.12779998779297,180
K1C1,36,40.44430160522461,-88.12770080566406,360
K1C5,18,41.70059967,-88.12940216,178
K1C5,36,41.69139862,-88.1289978,358
K1D1,07,45.22729874,-96.57389832,72
K1D1,25,45.23040009,-96.56060028,252
K1D1,13,45.236000061035156,-96.57019805908203,137
K1D1,31,45.22800064086914,-96.55970001220703,317
K1D7,01,45.28760147,-97.51779938,6.1
K1D7,19,45.2969017,-97.51670074,324
K1D7,12,45.29560089,-97.51779938,123
K1D7,30,45.2901001,-97.50569916,303
K1F4,18,34.14450073,-96.81150055,186
K1F4,36,34.13629913,-96.81259918,6
K1G0,10,41.39179992675781,-83.63520050048828,91
K1G0,28,41.3916015625,-83.61990356445312,271
K1G0,18,41.39339828491211,-83.6343002319336,179
K1G0,36,41.386199951171875,-83.63420104980469,359
K1G1,09,41.331199645996094,-82.10579681396484,85
K1G1,27,41.33190155029297,-82.0947036743164,265
K1G3,01,41.145999908447266,-81.41619873046875,9
K1G3,19,41.15679931640625,-81.41400146484375,189
K1G4,17,35.99039841,-113.8160019,185
K1G4,35,35.97650146,-113.8180008,209
K1G5,01,41.12689972,-81.76200104,1
K1G5,19,41.13479996,-81.76180267,181
K1G5,09,41.13140106201172,-81.7738037109375,84
K1G5,27,41.13240051269531,-81.76090240478516,264
K1H0,07,38.72639847,-90.50980377,66.3
K1H0,25,38.72980118,-90.50009918,270
K1H0,16,38.73160171508789,-90.51339721679688,158
K1H0,34,38.72010040283203,-90.50759887695312,338
K1H2,01,39.06520080566406,-88.53500366210938,7
K1H2,19,39.074501037597656,-88.53350067138672,187
K1H2,11,39.07360077,-88.54129791,113
K1H2,29,39.06809998,-88.52480316,293
K1H3,09,38.47169876098633,-91.82230377197266,92.5
K1H3,27,38.47129821777344,-91.8104019165039,211
K1H5,17,36.99440002441406,-91.9551010131836,170
K1H5,35,36.984901428222656,-91.9530029296875,332.5
K1H8,04,39.29790115,-88.00769806,39
K1H8,22,39.30649948,-87.99880219,219
K1H8,18,39.30590057,-88.00559998,177
K1H8,36,39.30049896,-88.00569916,0.1
K1I5,12,42.3651008605957,-74.06999969482422,106
K1I5,30,42.363399505615234,-74.06189727783203,218
K1K2,01,34.845298767089844,-97.58660125732422,15
K1K2,19,34.85329818725586,-97.58409881591797,195
K1K4,13,35.15779877,-97.47370148,136
K1K4,31,35.15169907,-97.46679688,316
K1K4,17,35.15800094604492,-97.47029876708984,181
K1K4,35,35.15299987792969,-97.47039794921875,1
K1K7,17,37.5870018,-95.83709717,180
K1K7,35,37.57440186,-95.83699799,319.1
K1K9,03,37.45249938964844,-100.98799896240234,30
K1K9,21,37.46030044555664,-100.98200225830078,250.6
K1L1,17,37.79380035,-114.4209976,182
K1L1,35,37.78120041,-114.4209976,233.7
K1L3,16,35.45109939575195,-114.90899658203125,180
K1L3,34,35.437198638916016,-114.90899658203125,350
K1L7,13,37.75049973,-111.5759964,139
K1L7,31,37.74010086,-111.5650024,319
K1L8,18,37.14339828491211,-113.30500030517578,193.5
K1L8,36,37.134300231933594,-113.30799865722656,270
K1L9,04,37.85559844970703,-112.822998046875,55.8
K1L9,22,37.86330032348633,-112.80899810791016,315.3
K1M2,03,33.141700744628906,-90.5177993774414,32
K1M2,21,33.14870071411133,-90.51270294189453,212
K1M4,18,34.287200927734375,-87.6001968383789,182
K1M4,36,34.27349853515625,-87.60070037841797,2
K1M5,01,36.58610153,-86.47859955,11
K1M5,19,36.59960175,-86.47530365,191
K1MO,08,37.11999893,-92.31729889,81
K1MO,26,37.12149811,-92.30519867,261
K1O1,08,34.243499755859375,-98.74449920654297,90
K1O1,26,34.243499755859375,-98.7394027709961,270
K1O1,17,34.24369812011719,-98.73860168457031,181
K1O1,35,34.23509979248047,-98.73870086669922,1
K1O3,08,38.2030983,-121.276001,92
K1O3,26,38.20270157,-121.2630005,272
K1O3,12,38.20370102,-121.2699966,135
K1O3,30,38.1996994,-121.2649994,315
K1O4,17,35.73860168,-98.7303009,180
K1O4,35,35.73009872,-98.73010254,360
K1O5,05,41.7307014465332,-122.5510025024414,69
K1O5,23,41.73270034790039,-122.54299926757812,256
K1O5,14,41.73440170288086,-122.5469970703125,160.1
K1O5,32,41.725799560546875,-122.54299926757812,323
K1O8,17,34.462799072265625,-99.17130279541016,180
K1O8,35,34.45439910888672,-99.17130279541016,360
K1Q2,16,40.65660095214844,-120.76799774169922,181
K1Q2,34,40.64400100708008,-120.76899719238281,1
K1Q4,12,37.68149948120117,-121.30500030517578,137.9
K1Q4,30,37.67409896850586,-121.2969970703125,286
K1R1,17,31.67259979248047,-92.1583023071289,178.7
K1R1,35,31.662099838256836,-92.15809631347656,181.5
K1R4,01,31.122299194335938,-92.50279998779297,15
K1R7,04,31.601200103759766,-90.41529846191406,48
K1R7,22,31.61050033569336,-90.40339660644531,228
K1R8,08,30.86989974975586,-87.8281021118164,86
K1R8,26,30.870899200439453,-87.81060028076172,266
K1S3,08,46.27190017700195,-106.63300323486328,96
K1S3,26,46.27040100097656,-106.61399841308594,276
K1S5,07,46.32709885,-119.9769974,90
K1S5,25,46.32699966,-119.9639969,270
K1U7,10,42.25469971,-111.3479996,115
K1U7,28,42.24810028,-111.3290024,227
K1U7,16,42.2541008,-111.3470001,174
K1U7,34,42.24150085,-111.3450012,298
K1V6,11,38.43280029296875,-105.11599731445312,120
K1V6,29,38.42559814453125,-105.0999984741211,300
K1V6,17,38.43059921,-105.1019974,179
K1V6,35,38.42169952,-105.1019974,225
K1V8,12,37.791801,-106.055,125
K1V8,30,37.778,-106.038002,315
K20A,05,33.96860122680664,-86.38600158691406,50
K20A,23,33.97439956665039,-86.37409973144531,270
K20M,18,33.13759994506836,-88.53569793701172,179
K20M,36,33.129398345947266,-88.5354995727539,315
K20N,15,41.98860168457031,-73.96790313720703,140
K20N,33,41.9818000793457,-73.96040344238281,320
K20R,13,28.701099395751953,-99.82140350341797,136.4
K20R,31,28.69420051574707,-99.81390380859375,305
K20U,12,46.929100036621094,-103.98799896240234,133
K20U,30,46.921199798583984,-103.97599792480469,313
K20V,09,40.055301666259766,-106.37899780273438,104
K20V,27,40.051700592041016,-106.36000061035156,284
K21D,04,44.99570084,-92.85710144,39
K21D,22,45.00099945,-92.85099792,219
K21D,14,44.99959946,-92.86090088,137
K21D,32,44.99380112,-92.85340118,317
K21F,17,33.23310089111328,-98.14710235595703,175.5
K21F,35,33.224300384521484,-98.14630126953125,352.4
K22F,17,33.23379898071289,-100.56900024414062,176.8
K22F,35,33.224700927734375,-100.56800079345703,178.3
K22I,09,39.32709885,-82.44850159,79
K22I,27,39.32910156,-82.43509674,337.3
K22M,11,34.27750015258789,-89.04299926757812,113
K22M,29,34.27429962158203,-89.03379821777344,230
K22N,08,40.80799865722656,-75.7665023803711,69
K22N,26,40.81100082397461,-75.75640106201172,249
K22S,13,42.72309875488281,-120.56700134277344,149
K22S,31,42.712799072265625,-120.55899810791016,175.6
K23R,17,29.14299965,-98.94249725,173
K23R,35,29.13380051,-98.94139862,353
K24A,15,35.3207016,-83.21299744,142
K24A,33,35.31420135,-83.20680237,216
K24F,05,32.74330139160156,-94.30850219726562,53.1
K24F,23,32.748600006103516,-94.30020141601562,216
K24J,07,30.29809952,-83.03070068,69
K24J,25,30.30209923,-83.01869965,249
K24N,17,36.83879852294922,-106.88400268554688,182
K24N,35,36.818199157714844,-106.88500213623047,2
K24R,12,28.68829917907715,-99.19349670410156,126
K24R,30,28.68280029296875,-99.18489837646484,234
K25D,13,45.250599,-92.998299,136
K25D,31,45.245399,-92.991097,288
K25M,03,34.71760177612305,-89.01850128173828,32
K25M,21,34.727901458740234,-89.01080322265625,212
K26A,09,33.2840004,-85.81559753,90
K26A,27,33.2840004,-85.80249786,353.3
K26R,14,29.0049991607666,-96.58460235595703,150
K26R,32,28.996999740600586,-96.57929992675781,330
K27K,03,38.22760009765625,-84.43890380859375,26
K27K,21,38.2411994934082,-84.43049621582031,206
K27R,17,30.868099212646484,-100.61100006103516,176.8
K27R,35,30.856300354003906,-100.61100006103516,328
K28J,09,29.65780067,-81.69999695,87
K28J,27,29.65859985,-81.68109894,267
K28J,17,29.66220093,-81.69059753,165
K28J,35,29.65279961,-81.68779755,345
K29D,10,41.14630126953125,-80.1759033203125,92
K29D,28,41.14580154418945,-80.15959930419922,272
K29S,10,45.051700592041016,-110.75299835205078,113
K29S,28,45.048099517822266,-110.74099731445312,295
K2A0,03,35.48020172,-84.93509674,29
K2A0,21,35.49229813,-84.92710114,209
K2A2,05,35.647098541259766,-92.41059875488281,57
K2A2,23,35.654300689697266,-92.39710235595703,237
K2A5,02,35.90679931640625,-79.61940002441406,16
K2A5,20,35.91680145263672,-79.61579895019531,196
K2B3,12,43.40060043,-72.19830322,102.9
K2B3,30,43.3993988,-72.19120026,336.8
K2B3,18,43.40060043,-72.19779968,164.6
K2B3,36,43.39250183,-72.19110107,214
K2C8,16,48.78820037841797,-97.63359832763672,166
K2C8,34,48.77949905395508,-97.63020324707031,346
K2D5,12,46.1775016784668,-98.08550262451172,131
K2D5,30,46.17110061645508,-98.07510375976562,311
K2D5,17,46.17359924,-98.07920074,180
K2D5,35,46.16830063,-98.07920074,330.4
K2E3,01,36.172698974609375,-101.6969985961914,21
K2E3,19,36.18190002441406,-101.69200134277344,201
K2F4,08,33.18220138549805,-101.81999969482422,90
K2F4,26,33.18220138549805,-101.81199645996094,238
K2F4,17,33.181400299072266,-101.81999969482422,180
K2F4,35,33.17250061035156,-101.81999969482422,0.2
K2G1,02,41.66429901123047,-81.19869995117188,22
K2G1,20,41.6697998046875,-81.1957015991211,202
K2G2,14,40.36439896,-80.70649719,134
K2G2,32,40.35599899,-80.69519806,314
K2G4,09,39.579498291015625,-79.34459686279297,79
K2G4,27,39.58209991455078,-79.32720184326172,259
K2G9,14,40.04000092,-79.01699829,140.1
K2G9,32,40.03440094,-79.01080322,247
K2G9,7,40.03499984741211,-79.02239990234375,56
K2G9,25,40.042701721191406,-79.00759887695312,236
K2H2,18,36.96640015,-93.69519806,181
K2H2,36,36.95819855,-93.69539642,1
K2J2,14,31.788400650024414,-81.64520263671875,138
K2J2,32,31.780799865722656,-81.63719940185547,318
K2J3,13,32.99060059,-82.39080048,133
K2J3,31,32.98120117,-82.37889862,224.1
K2J5,17,32.89889908,-81.96679688,168
K2J5,35,32.88819885,-81.96399689,348
K2K4,17,34.89839935,-99.52819824,180
K2K4,35,34.88679886,-99.52819824,218
K2K7,02,37.43109893798828,-95.64969635009766,29
K2K7,20,37.43830108642578,-95.6447982788086,209
K2K7,15,37.43889999,-95.64600372,156
K2K7,33,37.43370056,-95.64299774,196.1
K2K9,17,35.835601806640625,-95.66690063476562,180
K2K9,35,35.825599670410156,-95.66690063476562,218
